gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
27783,198604200DEN,NBA,1,1986,4/20/1986,84,1,POR,Trailblazers,108,1488.9324,1496.3871,40.33725,DEN,Nuggets,106,1525.5669,1518.1122,A,W,0.31291389,NULL
27784,198604200MIL,NBA,1,1986,4/20/1986,84,1,NJN,Nets,97,1465.6969,1462.9192,36.840916,MIL,Bucks,111,1687.2367,1690.0144,A,L,0.13576353,NULL
27784,198604200MIL,NBA,0,1986,4/20/1986,84,1,MIL,Bucks,111,1687.2367,1690.0144,59.270222,NJN,Nets,97,1465.6969,1462.9192,H,W,0.86423647,NULL
27785,198604200PHI,NBA,0,1986,4/20/1986,84,1,PHI,Sixers,102,1595.8267,1598.4803,50.849972,WSB,Wizards,97,1477.4574,1474.8037,H,W,0.77851522,NULL
27785,198604200PHI,NBA,1,1986,4/20/1986,84,1,WSB,Wizards,97,1477.4574,1474.8037,38.078156,PHI,Sixers,102,1595.8267,1598.4803,A,L,0.22148478,NULL
27786,198604220CHI,NBA,0,1986,4/22/1986,85,1,CHI,Bulls,104,1419.0427,1414.265,31.878099,BOS,Celtics,122,1772.4702,1777.2479,H,L,0.1886439,NULL
27786,198604220CHI,NBA,1,1986,4/22/1986,85,1,BOS,Celtics,122,1772.4702,1777.2479,65.841347,CHI,Bulls,104,1419.0427,1414.265,A,W,0.81135607,NULL
27787,198604220DET,NBA,1,1986,4/22/1986,85,1,ATL,Hawks,97,1591.9401,1583.8257,49.389011,DET,Pistons,106,1539.1024,1547.2168,A,L,0.43254173,NULL
27787,198604220DET,NBA,0,1986,4/22/1986,85,1,DET,Pistons,106,1539.1024,1547.2168,45.648926,ATL,Hawks,97,1591.9401,1583.8257,H,W,0.56745827,NULL
27788,198604220NJN,NBA,0,1986,4/22/1986,85,1,NJN,Nets,113,1462.9192,1458.7692,36.410557,MIL,Bucks,118,1690.0144,1694.1644,H,L,0.32483959,NULL
27788,198604220NJN,NBA,1,1986,4/22/1986,85,1,MIL,Bucks,118,1690.0144,1694.1644,59.617439,NJN,Nets,113,1462.9192,1458.7692,A,W,0.67516041,NULL
27789,198604220POR,NBA,0,1986,4/22/1986,85,1,POR,Trailblazers,104,1496.3871,1482.0375,38.834003,DEN,Nuggets,115,1518.1122,1532.4618,H,L,0.61077869,NULL
27789,198604220POR,NBA,1,1986,4/22/1986,85,1,DEN,Nuggets,115,1518.1122,1532.4618,44.115253,POR,Trailblazers,104,1496.3871,1482.0375,A,W,0.38922131,NULL
27790,198604220SAC,NBA,1,1986,4/22/1986,85,1,HOU,Rockets,113,1569.4965,1582.4724,49.252907,SAC,Kings,98,1459.5706,1446.5947,A,W,0.51428068,NULL
27790,198604220SAC,NBA,0,1986,4/22/1986,85,1,SAC,Kings,98,1459.5706,1446.5947,35.154301,HOU,Rockets,113,1569.4965,1582.4724,H,L,0.48571935,NULL
27791,198604220WSB,NBA,0,1986,4/22/1986,85,1,WSB,Wizards,86,1474.8037,1468.3671,37.407257,PHI,Sixers,91,1598.4803,1604.917,H,L,0.46597922,NULL
27791,198604220WSB,NBA,1,1986,4/22/1986,85,1,PHI,Sixers,91,1598.4803,1604.917,51.483616,WSB,Wizards,86,1474.8037,1468.3671,A,W,0.53402078,NULL
27792,198604230SAS,NBA,0,1986,4/23/1986,85,1,SAS,Spurs,94,1392.5984,1384.6799,28.982658,LAL,Lakers,114,1661.5446,1669.463,H,L,0.27437603,NULL
27792,198604230SAS,NBA,1,1986,4/23/1986,85,1,LAL,Lakers,114,1661.5446,1669.463,57.502762,SAS,Spurs,94,1392.5984,1384.6799,A,W,0.72562397,NULL
27793,198604230UTA,NBA,1,1986,4/23/1986,85,1,DAL,Mavericks,98,1570.8925,1566.7886,47.662407,UTA,Jazz,100,1513.4106,1517.5145,A,L,0.43911505,NULL
27793,198604230UTA,NBA,0,1986,4/23/1986,85,1,UTA,Jazz,100,1513.4106,1517.5145,42.552624,DAL,Mavericks,98,1570.8925,1566.7886,H,W,0.56088495,NULL
27794,198604240POR,NBA,0,1986,4/24/1986,86,1,POR,Trailblazers,112,1482.0375,1474.5186,38.048397,DEN,Nuggets,116,1532.4618,1539.9807,H,L,0.57086486,NULL
27794,198604240POR,NBA,1,1986,4/24/1986,86,1,DEN,Nuggets,116,1532.4618,1539.9807,44.898163,POR,Trailblazers,112,1482.0375,1474.5186,A,W,0.42913514,NULL
27795,198604240WSB,NBA,1,1986,4/24/1986,86,1,PHI,Sixers,111,1604.917,1596.9078,50.694393,WSB,Wizards,116,1468.3671,1476.3762,A,L,0.55240643,NULL
27795,198604240WSB,NBA,0,1986,4/24/1986,86,1,WSB,Wizards,116,1468.3671,1476.3762,38.242313,PHI,Sixers,111,1604.917,1596.9078,H,W,0.4475936,NULL
27796,198604250DET,NBA,1,1986,4/25/1986,86,1,ATL,Hawks,114,1583.8257,1588.8519,49.892818,DET,Pistons,113,1547.2168,1542.1906,A,W,0.40977186,NULL
27796,198604250DET,NBA,0,1986,4/25/1986,86,1,DET,Pistons,113,1547.2168,1542.1906,45.127743,ATL,Hawks,114,1583.8257,1588.8519,H,L,0.59022814,NULL
27797,198604250UTA,NBA,1,1986,4/25/1986,86,1,DAL,Mavericks,117,1566.7886,1574.3361,48.430695,UTA,Jazz,113,1517.5145,1509.967,A,W,0.42751378,NULL
27797,198604250UTA,NBA,0,1986,4/25/1986,86,1,UTA,Jazz,113,1517.5145,1509.967,41.761581,DAL,Mavericks,117,1566.7886,1574.3361,H,L,0.57248622,NULL
27798,198604260HOU,NBA,1,1986,4/26/1986,87,1,DEN,Nuggets,119,1539.9807,1535.3633,44.417675,HOU,Rockets,126,1582.4724,1587.0898,A,L,0.30571097,NULL
27798,198604260HOU,NBA,0,1986,4/26/1986,86,1,HOU,Rockets,126,1582.4724,1587.0898,49.716507,DEN,Nuggets,119,1539.9807,1535.3633,H,W,0.69428903,NULL
27799,198604270BOS,NBA,0,1986,4/27/1986,86,1,BOS,Celtics,103,1777.2479,1780.2686,66.040947,ATL,Hawks,91,1588.8519,1585.8313,H,W,0.84025693,NULL
27799,198604270BOS,NBA,1,1986,4/27/1986,87,1,ATL,Hawks,91,1588.8519,1585.8313,49.59037,BOS,Celtics,103,1777.2479,1780.2686,A,L,0.15974307,NULL
27800,198604270LAL,NBA,0,1986,4/27/1986,86,1,LAL,Lakers,130,1669.463,1674.9235,57.980026,DAL,Mavericks,116,1574.3361,1568.8756,H,W,0.75458938,NULL
27800,198604270LAL,NBA,1,1986,4/27/1986,87,1,DAL,Mavericks,116,1574.3361,1568.8756,47.875362,LAL,Lakers,130,1669.463,1674.9235,A,L,0.24541062,NULL
27801,198604270PHI,NBA,1,1986,4/27/1986,87,1,WSB,Wizards,109,1476.3762,1469.2269,37.496777,PHI,Sixers,134,1596.9078,1604.0571,A,L,0.21934593,NULL
27801,198604270PHI,NBA,0,1986,4/27/1986,87,1,PHI,Sixers,134,1596.9078,1604.0571,51.399269,WSB,Wizards,109,1476.3762,1469.2269,H,W,0.78065407,NULL
27802,198604290BOS,NBA,1,1986,4/29/1986,88,1,ATL,Hawks,108,1585.8313,1583.0662,49.312645,BOS,Celtics,119,1780.2686,1783.0337,A,L,0.15513027,NULL
27802,198604290BOS,NBA,0,1986,4/29/1986,87,1,BOS,Celtics,119,1780.2686,1783.0337,66.222015,ATL,Hawks,108,1585.8313,1583.0662,H,W,0.84486973,NULL
27803,198604290HOU,NBA,1,1986,4/29/1986,88,1,DEN,Nuggets,101,1535.3633,1527.3623,43.582932,HOU,Rockets,119,1587.0898,1595.0908,A,L,0.29454559,NULL
27803,198604290HOU,NBA,0,1986,4/29/1986,87,1,HOU,Rockets,119,1587.0898,1595.0908,50.514256,DEN,Nuggets,101,1535.3633,1527.3623,H,W,0.70545441,NULL
27804,198604290MIL,NBA,0,1986,4/29/1986,86,1,MIL,Bucks,112,1694.1644,1680.4995,58.461731,PHI,Sixers,118,1604.0571,1617.722,H,L,0.74919915,NULL
27804,198604290MIL,NBA,1,1986,4/29/1986,88,1,PHI,Sixers,118,1604.0571,1617.722,52.728119,MIL,Bucks,112,1694.1644,1680.4995,A,W,0.25080085,NULL
27805,198604300LAL,NBA,0,1986,4/30/1986,87,1,LAL,Lakers,117,1674.9235,1677.464,58.200214,DAL,Mavericks,113,1568.8756,1566.3351,H,W,0.76604402,NULL
27805,198604300LAL,NBA,1,1986,4/30/1986,88,1,DAL,Mavericks,113,1568.8756,1566.3351,47.616085,LAL,Lakers,117,1674.9235,1677.464,A,L,0.23395598,NULL
27806,198605010MIL,NBA,0,1986,5/1/1986,87,1,MIL,Bucks,119,1680.4995,1686.2959,58.956299,PHI,Sixers,107,1617.722,1611.9257,H,W,0.71849781,NULL
27806,198605010MIL,NBA,1,1986,5/1/1986,89,1,PHI,Sixers,107,1617.722,1611.9257,52.167519,MIL,Bucks,119,1680.4995,1686.2959,A,L,0.28150219,NULL
27807,198605020ATL,NBA,1,1986,5/2/1986,88,1,BOS,Celtics,111,1783.0337,1787.2498,66.495079,ATL,Hawks,107,1583.0662,1578.8501,A,W,0.64002192,NULL
27807,198605020ATL,NBA,0,1986,5/2/1986,89,1,ATL,Hawks,107,1583.0662,1578.8501,48.887669,BOS,Celtics,111,1783.0337,1787.2498,H,L,0.35997805,NULL
27808,198605020DAL,NBA,0,1986,5/2/1986,89,1,DAL,Mavericks,110,1566.3351,1571.3665,48.129017,LAL,Lakers,108,1677.464,1672.4326,H,W,0.48398969,NULL
27808,198605020DAL,NBA,1,1986,5/2/1986,88,1,LAL,Lakers,108,1677.464,1672.4326,57.762993,DAL,Mavericks,110,1566.3351,1571.3665,A,L,0.51601028,NULL
27809,198605020DEN,NBA,0,1986,5/2/1986,89,1,DEN,Nuggets,116,1527.3623,1530.9375,43.956238,HOU,Rockets,115,1595.0908,1591.5156,H,W,0.54630929,NULL
27809,198605020DEN,NBA,1,1986,5/2/1986,88,1,HOU,Rockets,115,1595.0908,1591.5156,50.158684,DEN,Nuggets,116,1527.3623,1530.9375,A,L,0.45369071,NULL
27810,198605030PHI,NBA,1,1986,5/3/1986,88,1,MIL,Bucks,103,1686.2959,1680.5549,58.466488,PHI,Sixers,107,1611.9257,1617.6666,A,L,0.46318257,NULL
27810,198605030PHI,NBA,0,1986,5/3/1986,90,1,PHI,Sixers,107,1611.9257,1617.6666,52.722782,MIL,Bucks,103,1686.2959,1680.5549,H,W,0.53681743,NULL
27811,198605040ATL,NBA,1,1986,5/4/1986,89,1,BOS,Celtics,94,1787.2498,1770.6576,65.399353,ATL,Hawks,106,1578.8501,1595.4423,A,L,0.65112746,NULL
27811,198605040ATL,NBA,0,1986,5/4/1986,90,1,ATL,Hawks,106,1578.8501,1595.4423,50.549129,BOS,Celtics,94,1787.2498,1770.6576,H,W,0.34887257,NULL
27812,198605040DAL,NBA,0,1986,5/4/1986,90,1,DAL,Mavericks,120,1571.3665,1576.2173,48.621376,LAL,Lakers,118,1672.4326,1667.5818,H,W,0.49846569,NULL
27812,198605040DAL,NBA,1,1986,5/4/1986,89,1,LAL,Lakers,118,1672.4326,1667.5818,57.337078,DAL,Mavericks,120,1571.3665,1576.2173,A,L,0.50153434,NULL
27813,198605040DEN,NBA,0,1986,5/4/1986,90,1,DEN,Nuggets,114,1530.9375,1535.7449,44.45742,HOU,Rockets,111,1591.5156,1586.7083,H,W,0.55649042,NULL
27813,198605040DEN,NBA,1,1986,5/4/1986,89,1,HOU,Rockets,111,1591.5156,1586.7083,49.67828,DEN,Nuggets,114,1530.9375,1535.7449,A,L,0.44350958,NULL
27814,198605050PHI,NBA,1,1986,5/5/1986,89,1,MIL,Bucks,109,1680.5549,1688.5795,59.149395,PHI,Sixers,104,1617.6666,1609.6421,A,W,0.44679415,NULL
27814,198605050PHI,NBA,0,1986,5/5/1986,91,1,PHI,Sixers,104,1617.6666,1609.6421,51.9454,MIL,Bucks,109,1680.5549,1688.5795,H,L,0.55320585,NULL
27815,198605060BOS,NBA,1,1986,5/6/1986,91,1,ATL,Hawks,99,1595.4423,1588.903,49.897919,BOS,Celtics,132,1770.6576,1777.1969,A,L,0.17019206,NULL
27815,198605060BOS,NBA,0,1986,5/6/1986,90,1,BOS,Celtics,132,1770.6576,1777.1969,65.837959,ATL,Hawks,99,1595.4423,1588.903,H,W,0.82980794,NULL
27816,198605060HOU,NBA,0,1986,5/6/1986,90,1,HOU,Rockets,131,1586.7083,1597.6741,50.770241,DEN,Nuggets,103,1535.7449,1524.7791,H,W,0.70454073,NULL
27816,198605060HOU,NBA,1,1986,5/6/1986,91,1,DEN,Nuggets,103,1535.7449,1524.7791,43.312927,HOU,Rockets,131,1586.7083,1597.6741,A,L,0.29545927,NULL
27817,198605060LAL,NBA,1,1986,5/6/1986,91,1,DAL,Mavericks,113,1576.2173,1573.7985,48.376141,LAL,Lakers,116,1667.5818,1670.0006,A,L,0.24944347,NULL
27817,198605060LAL,NBA,0,1986,5/6/1986,90,1,LAL,Lakers,116,1667.5818,1670.0006,57.549992,DAL,Mavericks,113,1576.2173,1573.7985,H,W,0.75055653,NULL
27818,198605070MIL,NBA,0,1986,5/7/1986,90,1,MIL,Bucks,113,1688.5795,1691.8185,59.42157,PHI,Sixers,108,1609.6421,1606.4031,H,W,0.73692489,NULL
27818,198605070MIL,NBA,1,1986,5/7/1986,92,1,PHI,Sixers,108,1609.6421,1606.4031,51.629166,MIL,Bucks,113,1688.5795,1691.8185,A,L,0.26307511,NULL
27819,198605080DAL,NBA,0,1986,5/8/1986,92,1,DAL,Mavericks,107,1573.7985,1561.374,47.108231,LAL,Lakers,120,1670.0006,1682.425,H,L,0.50546533,NULL
27819,198605080DAL,NBA,1,1986,5/8/1986,91,1,LAL,Lakers,120,1670.0006,1682.425,58.626724,DAL,Mavericks,107,1573.7985,1561.374,A,W,0.49453467,NULL
27820,198605080DEN,NBA,0,1986,5/8/1986,92,1,DEN,Nuggets,122,1524.7791,1517.8112,42.583694,HOU,Rockets,126,1597.6741,1604.642,H,L,0.53892827,NULL
27820,198605080DEN,NBA,1,1986,5/8/1986,91,1,HOU,Rockets,126,1597.6741,1604.642,51.45665,DEN,Nuggets,122,1524.7791,1517.8112,A,W,0.46107173,NULL
27821,198605090PHI,NBA,0,1986,5/9/1986,93,1,PHI,Sixers,126,1606.4031,1620.8263,53.026413,MIL,Bucks,108,1691.8185,1677.3953,H,W,0.5209766,NULL
27821,198605090PHI,NBA,1,1986,5/9/1986,91,1,MIL,Bucks,108,1691.8185,1677.3953,58.194271,PHI,Sixers,126,1606.4031,1620.8263,A,L,0.4790234,NULL
27822,198605100LAL,NBA,0,1986,5/10/1986,92,1,LAL,Lakers,119,1682.425,1687.8114,59.084557,HOU,Rockets,107,1604.642,1599.2556,H,W,0.73563468,NULL
27822,198605100LAL,NBA,1,1986,5/10/1986,92,1,HOU,Rockets,107,1604.642,1599.2556,50.926563,LAL,Lakers,119,1682.425,1687.8114,A,L,0.26436532,NULL
27823,198605110MIL,NBA,0,1986,5/11/1986,92,1,MIL,Bucks,113,1677.3953,1679.4698,58.373215,PHI,Sixers,112,1620.8263,1618.7517,H,W,0.71121317,NULL
27823,198605110MIL,NBA,1,1986,5/11/1986,94,1,PHI,Sixers,112,1620.8263,1618.7517,52.827213,MIL,Bucks,113,1677.3953,1679.4698,A,L,0.28878683,NULL
27824,198605130BOS,NBA,0,1986,5/13/1986,91,1,BOS,Celtics,128,1777.1969,1786.8003,66.466141,MIL,Bucks,96,1679.4698,1669.8665,H,W,0.75735056,NULL
27824,198605130BOS,NBA,1,1986,5/13/1986,93,1,MIL,Bucks,96,1679.4698,1669.8665,57.538208,BOS,Celtics,128,1777.1969,1786.8003,A,L,0.24264944,NULL
27825,198605130LAL,NBA,0,1986,5/13/1986,93,1,LAL,Lakers,102,1687.8114,1669.5406,57.509586,HOU,Rockets,112,1599.2556,1617.5264,H,L,0.74751723,NULL
27825,198605130LAL,NBA,1,1986,5/13/1986,93,1,HOU,Rockets,112,1599.2556,1617.5264,52.70927,LAL,Lakers,102,1687.8114,1669.5406,A,W,0.25248277,NULL
27826,198605150BOS,NBA,0,1986,5/15/1986,92,1,BOS,Celtics,122,1786.8003,1790.9835,66.733864,MIL,Bucks,111,1669.8665,1665.6832,H,W,0.77708715,NULL
27826,198605150BOS,NBA,1,1986,5/15/1986,94,1,MIL,Bucks,111,1669.8665,1665.6832,57.169224,BOS,Celtics,122,1786.8003,1790.9835,A,L,0.22291285,NULL
27827,198605160HOU,NBA,1,1986,5/16/1986,94,1,LAL,Lakers,109,1669.5406,1661.9969,56.84148,HOU,Rockets,117,1617.5264,1625.0701,A,L,0.43137878,NULL
27827,198605160HOU,NBA,0,1986,5/16/1986,94,1,HOU,Rockets,117,1617.5264,1625.0701,53.431957,LAL,Lakers,109,1669.5406,1661.9969,H,W,0.56862122,NULL
27828,198605170MIL,NBA,0,1986,5/17/1986,95,1,MIL,Bucks,107,1665.6832,1659.9349,56.657101,BOS,Celtics,111,1790.9835,1796.7318,H,L,0.46365416,NULL
27828,198605170MIL,NBA,1,1986,5/17/1986,93,1,BOS,Celtics,111,1790.9835,1796.7318,67.095924,MIL,Bucks,107,1665.6832,1659.9349,A,W,0.53634584,NULL
27829,198605180HOU,NBA,1,1986,5/18/1986,95,1,LAL,Lakers,95,1661.9969,1653.8918,56.112476,HOU,Rockets,105,1625.0701,1633.1752,A,L,0.41021466,NULL
27829,198605180HOU,NBA,0,1986,5/18/1986,95,1,HOU,Rockets,105,1625.0701,1633.1752,54.199043,LAL,Lakers,95,1661.9969,1653.8918,H,W,0.58978534,NULL
27830,198605180MIL,NBA,0,1986,5/18/1986,96,1,MIL,Bucks,98,1659.9349,1649.2885,55.693409,BOS,Celtics,111,1796.7318,1807.3783,H,L,0.44724214,NULL
27830,198605180MIL,NBA,1,1986,5/18/1986,94,1,BOS,Celtics,111,1796.7318,1807.3783,67.748795,MIL,Bucks,98,1659.9349,1649.2885,A,W,0.55275786,NULL
27831,198605210LAL,NBA,0,1986,5/21/1986,96,1,LAL,Lakers,112,1653.8918,1646.7565,55.461391,HOU,Rockets,114,1633.1752,1640.3105,H,L,0.66705632,NULL
27831,198605210LAL,NBA,1,1986,5/21/1986,96,1,HOU,Rockets,114,1633.1752,1640.3105,54.865952,LAL,Lakers,112,1653.8918,1646.7565,A,W,0.33294368,NULL
27832,198605260BOS,NBA,1,1986,5/26/1986,97,1,HOU,Rockets,100,1640.3105,1636.9181,54.549877,BOS,Celtics,112,1807.3783,1810.7708,A,L,0.17691857,NULL
27832,198605260BOS,NBA,0,1986,5/26/1986,95,1,BOS,Celtics,112,1807.3783,1810.7708,67.952026,HOU,Rockets,100,1640.3105,1636.9181,H,W,0.82308143,NULL
27833,198605290BOS,NBA,0,1986,5/29/1986,96,1,BOS,Celtics,117,1810.7708,1815.6918,68.242737,HOU,Rockets,95,1636.9181,1631.9971,H,W,0.82869726,NULL
27833,198605290BOS,NBA,1,1986,5/29/1986,98,1,HOU,Rockets,95,1636.9181,1631.9971,54.088169,BOS,Celtics,117,1810.7708,1815.6918,A,L,0.17130274,NULL
27834,198606010HOU,NBA,0,1986,6/1/1986,99,1,HOU,Rockets,106,1631.9971,1638.3995,54.688129,BOS,Celtics,104,1815.6918,1809.2893,H,W,0.3818306,NULL
27834,198606010HOU,NBA,1,1986,6/1/1986,97,1,BOS,Celtics,104,1815.6918,1809.2893,67.863564,HOU,Rockets,106,1631.9971,1638.3995,A,L,0.61816943,NULL
27835,198606030HOU,NBA,1,1986,6/3/1986,98,1,BOS,Celtics,106,1809.2893,1813.5151,68.114746,HOU,Rockets,103,1638.3995,1634.1737,A,W,0.60062605,NULL
27835,198606030HOU,NBA,0,1986,6/3/1986,100,1,HOU,Rockets,103,1638.3995,1634.1737,54.292854,BOS,Celtics,106,1809.2893,1813.5151,H,L,0.39937395,NULL
27836,198606050HOU,NBA,1,1986,6/5/1986,99,1,BOS,Celtics,96,1813.5151,1795.9121,67.044708,HOU,Rockets,111,1634.1737,1651.7767,A,L,0.61223722,NULL
27836,198606050HOU,NBA,0,1986,6/5/1986,101,1,HOU,Rockets,111,1634.1737,1651.7767,55.920376,BOS,Celtics,96,1813.5151,1795.9121,H,W,0.38776278,NULL
27837,198606080BOS,NBA,1,1986,6/8/1986,102,1,HOU,Rockets,97,1651.7767,1646.9493,55.479103,BOS,Celtics,114,1795.9121,1800.7395,A,L,0.19696754,NULL
27837,198606080BOS,NBA,0,1986,6/8/1986,100,1,BOS,Celtics,114,1795.9121,1800.7395,67.344376,HOU,Rockets,97,1651.7767,1646.9493,H,W,0.80303246,NULL
27838,198610310BOS,NBA,1,1987,10/31/1986,1,0,WSB,Wizards,102,1478.1702,1475.3483,38.075138,BOS,Celtics,120,1726.8047,1729.6266,A,L,0.11848021,NULL
27838,198610310BOS,NBA,0,1987,10/31/1986,1,0,BOS,Celtics,120,1726.8047,1729.6266,62.402248,WSB,Wizards,102,1478.1702,1475.3483,H,W,0.88151979,NULL
27839,198610310DAL,NBA,0,1987,10/31/1986,1,0,DAL,Mavericks,103,1547.2805,1558.3049,46.734112,UTA,Jazz,77,1508.7253,1497.7009,H,W,0.68945825,NULL
27839,198610310DAL,NBA,1,1987,10/31/1986,1,0,UTA,Jazz,77,1508.7253,1497.7009,40.414894,DAL,Mavericks,103,1547.2805,1558.3049,A,L,0.31054175,NULL
27840,198610310DEN,NBA,1,1987,10/31/1986,1,0,SAS,Spurs,104,1414.76,1405.6959,30.971439,DEN,Nuggets,134,1514.6084,1523.6725,A,L,0.24041241,NULL
27840,198610310DEN,NBA,0,1987,10/31/1986,1,0,DEN,Nuggets,134,1514.6084,1523.6725,43.137215,SAS,Spurs,104,1414.76,1405.6959,H,W,0.75958759,NULL
27841,198610310DET,NBA,0,1987,10/31/1986,1,0,DET,Pistons,104,1532.8929,1517.8015,42.522614,MIL,Bucks,120,1613.2163,1628.3077,H,L,0.5282867,NULL
27841,198610310DET,NBA,1,1987,10/31/1986,1,0,MIL,Bucks,120,1613.2163,1628.3077,53.685196,DET,Pistons,104,1532.8929,1517.8015,A,W,0.4717133,NULL
27842,198610310NJN,NBA,0,1987,10/31/1986,1,0,NJN,Nets,108,1470.3269,1474.7209,38.009674,NYK,Knicks,97,1362.9786,1358.5846,H,W,0.76738298,NULL
27842,198610310NJN,NBA,1,1987,10/31/1986,1,0,NYK,Knicks,97,1362.9786,1358.5846,26.479492,NJN,Nets,108,1470.3269,1474.7209,A,L,0.23261702,NULL
27843,198610310PHI,NBA,1,1987,10/31/1986,1,0,IND,Pacers,104,1433.3845,1431.4374,33.547832,PHI,Sixers,108,1590.3137,1592.2609,A,L,0.18557799,NULL
27843,198610310PHI,NBA,0,1987,10/31/1986,1,0,PHI,Sixers,108,1590.3137,1592.2609,50.1758,IND,Pacers,104,1433.3845,1431.4374,H,W,0.81442201,NULL
27844,198610310PHO,NBA,1,1987,10/31/1986,1,0,GSW,Warriors,123,1447.6735,1443.3958,34.767174,PHO,Suns,127,1444.3523,1448.63,A,L,0.36435115,NULL
27844,198610310PHO,NBA,0,1987,10/31/1986,1,0,PHO,Suns,127,1444.3523,1448.63,35.304596,GSW,Warriors,123,1447.6735,1443.3958,H,W,0.63564885,NULL
27845,198610310POR,NBA,0,1987,10/31/1986,1,0,POR,Trailblazers,110,1482.1389,1459.899,36.468197,SEA,Thunder,127,1451.3865,1473.6263,H,L,0.67976052,NULL
27845,198610310POR,NBA,1,1987,10/31/1986,1,0,SEA,Thunder,127,1451.3865,1473.6263,37.895493,POR,Trailblazers,110,1482.1389,1459.899,A,W,0.32023948,NULL
27846,198610310SAC,NBA,0,1987,10/31/1986,1,0,SAC,Kings,107,1461.196,1463.4738,36.838951,LAC,Clippers,106,1424.3226,1422.0449,H,W,0.68738168,NULL
27846,198610310SAC,NBA,1,1987,10/31/1986,1,0,LAC,Clippers,106,1424.3226,1422.0449,32.59948,SAC,Kings,107,1461.196,1463.4738,A,L,0.31261832,NULL
27847,198611010ATL,NBA,1,1987,11/1/1986,2,0,NJN,Nets,111,1474.7209,1467.6992,37.278084,ATL,Hawks,131,1567.9272,1574.949,A,L,0.24746376,NULL
27847,198611010ATL,NBA,0,1987,11/1/1986,1,0,ATL,Hawks,131,1567.9272,1574.949,48.434692,NJN,Nets,111,1474.7209,1467.6992,H,W,0.75253624,NULL
27848,198611010CLE,NBA,1,1987,11/1/1986,2,0,WSB,Wizards,106,1475.3483,1468.9086,37.403927,CLE,Cavaliers,113,1443.2375,1449.6772,A,L,0.40352422,NULL
27848,198611010CLE,NBA,0,1987,11/1/1986,1,0,CLE,Cavaliers,113,1443.2375,1449.6772,35.412369,WSB,Wizards,106,1475.3483,1468.9086,H,W,0.59647578,NULL
27849,198611010GSW,NBA,1,1987,11/1/1986,2,0,DEN,Nuggets,109,1523.6725,1507.4119,41.433472,GSW,Warriors,131,1443.3958,1459.6564,A,L,0.47164637,NULL
27849,198611010GSW,NBA,0,1987,11/1/1986,2,0,GSW,Warriors,131,1443.3958,1459.6564,36.443054,DEN,Nuggets,109,1523.6725,1507.4119,H,W,0.52835363,NULL
27850,198611010HOU,NBA,1,1987,11/1/1986,1,0,LAL,Lakers,102,1611.3174,1604.4047,51.37709,HOU,Rockets,112,1611.462,1618.3748,A,L,0.35974318,NULL
27850,198611010HOU,NBA,0,1987,11/1/1986,1,0,HOU,Rockets,112,1611.462,1618.3748,52.735748,LAL,Lakers,102,1611.3174,1604.4047,H,W,0.64025682,NULL
27851,198611010IND,NBA,0,1987,11/1/1986,2,0,IND,Pacers,92,1431.4374,1436.7507,34.08807,DET,Pistons,89,1517.8015,1512.4882,H,W,0.5196135,NULL
27851,198611010IND,NBA,1,1987,11/1/1986,2,0,DET,Pistons,89,1517.8015,1512.4882,41.96579,IND,Pacers,92,1431.4374,1436.7507,A,L,0.4803865,NULL
27852,198611010LAC,NBA,1,1987,11/1/1986,2,0,PHO,Suns,111,1448.63,1442.847,34.71096,LAC,Clippers,117,1422.0449,1427.8279,A,L,0.39589232,NULL
27852,198611010LAC,NBA,0,1987,11/1/1986,2,0,LAC,Clippers,117,1422.0449,1427.8279,33.182346,PHO,Suns,111,1448.63,1442.847,H,W,0.60410768,NULL
27853,198611010MIL,NBA,1,1987,11/1/1986,2,0,BOS,Celtics,105,1729.6266,1721.8563,61.803143,MIL,Bucks,111,1628.3077,1636.078,A,L,0.50189793,NULL
27853,198611010MIL,NBA,0,1987,11/1/1986,2,0,MIL,Bucks,111,1628.3077,1636.078,54.417637,BOS,Celtics,105,1729.6266,1721.8563,H,W,0.49810204,NULL
27854,198611010NYK,NBA,0,1987,11/1/1986,2,0,NYK,Knicks,103,1358.5846,1350.9779,25.786528,CHI,Bulls,108,1436.9487,1444.5554,H,L,0.53109634,NULL
27854,198611010NYK,NBA,1,1987,11/1/1986,1,0,CHI,Bulls,108,1436.9487,1444.5554,34.886059,NYK,Knicks,103,1358.5846,1350.9779,A,W,0.46890366,NULL
27855,198611010SAS,NBA,0,1987,11/1/1986,2,0,SAS,Spurs,108,1405.6959,1412.4092,31.636227,DAL,Mavericks,105,1558.3049,1551.5917,H,W,0.42486292,NULL
27855,198611010SAS,NBA,1,1987,11/1/1986,2,0,DAL,Mavericks,105,1558.3049,1551.5917,46.042103,SAS,Spurs,108,1405.6959,1412.4092,A,L,0.57513708,NULL
27856,198611010SEA,NBA,1,1987,11/1/1986,2,0,SAC,Kings,103,1463.4738,1456.4592,36.112141,SEA,Thunder,114,1473.6263,1480.6409,A,L,0.3465839,NULL
